"book","day","english","korean","sentence1","translation1","sentence2","translation2","sentence3","translation3","sentence4","translation4"
"2","21","event ","① n. 행사, 이벤트 ② n. 사건, 일어난 일 ","The World Cup is the largest single sporting event in the world./event*_______________","월드컵은 세계에서 가장 큰 단일 스포츠 행사이다.","It was one of the most important events in history./events*_______________s","그것은 역사상 가장 중요한 사건 중의 하나이었다.","","","",""
"2","21","ceremony ","n. 의식, 식전 ","They sat in front of the television to watch the opening ceremony of the Olympic Games./ceremony*_______________","그들은 올림픽 대회 개막식을 보기 위해 텔레비전 앞에 앉았다.","","","","","",""
"2","21","anniversary ","n. 기념일 ","We’re having a small party to celebrate our wedding anniversary./anniversary*_______________","우리는 결혼 기념일을 기념하기 위해 작은 파티를 열 예정이다.","","","","","",""
"2","21","exhibition ","n. 전시(회) ","The exhibition gave local artists an opportunity to display their work./exhibition*_______________","그 전시회는 지역 미술가들에게 그들의 작품을 전시할 기회를 주었다.","","","","","",""
"2","21","celebrate ","v. 축하[기념]하다 ","His family went out to celebrate his twenty-first birthday./celebrate*_______________","그의 가족은 그의 21번째 생일을 축하하기 위해 외출을 했다.","","","","","",""
"2","21","entertain ","v. 즐겁게[재미있게] 하다; 대접하다 ","As part of his business, he entertains guests quite often./entertains*_______________s","사업상 그는 꽤 자주 손님을 접대한다.","","","","","",""
"2","21","recreation ","n. 레크리에이션, 오락 ","His favorite recreations are horseback riding, tennis and swimming./recreations*_______________s","그가 가장 좋아하는 오락은 승마와 테니스, 수영이다.","","","","","",""
"2","21","gamble ","v. 노름[도박]하다 ","He had very bad luck and lost all his money gambling./gambling*_______________ing","그는 매우 운이 나빠서 도박으로 모든 돈을 잃었다.","","","","","",""
"2","21","bet ","① v. 내기[돈]를 걸다 n. 내기 ② v. 확신[장담]하다","Which horse shall we bet on in the next race?/bet*_______________","우리 다음 경주에서는 어떤 말에 돈을 걸까요?","I bet you can't guess how old she is. Just guess./bet*_______________","당신이 그녀가 몇 살인지 추측할 수 없으리라 장담해요. 한번 추측해 봐요.","","","",""
"2","21","exercise ","① n. 운동 v. 운동하다 ② n. 연습 (문제), 훈련","The doctor told him that he had to exercise regularly to lose weight./exercise*_______________","의사는 그에게 살을 빼기 위해 규칙적으로 운동을 해야 한다고 말했다.","Do exercises 1-8 on page 19 for homework./exercises*_______________s","숙제로 19 페이지에 있는 연습문제 1에서 8번까지를 해라.","","","",""
"2","21","contest ","n. 경연 (대회), 콘테스트 n. 경쟁을 벌이다","She won first prize in a beauty contest at the age of 18./contest*_______________","그녀는 18살 때 한 미인 선발 대회에서 일등 상을 받았다.","","","","","",""
"2","21","compete ","v. 경쟁하다, 겨루다 ","The two companies are competing for the same market and customers./competing*_______________ing","그 두 회사는 동일한 시장과 고객을 놓고 경쟁하고 있다.","","","","","",""
"2","21","prize ","n. 상, 상금[품]","She won first prize in the international singing competition./prize*_______________","그들은 국제 노래 경연 대회에서 일등상을 받았다.","","","","","",""
"2","21","award ","v. 상[상금]을 주다 n. 상, 상금 ","In 2011 he won an Academy Award as best actor./Award*_______________","2011년 그는 아카데미 남우주연상을 받았다.","","","","","",""
"2","21","opponent ","n. 상대, 적수; 반대[대항]자","He knocked down his opponent with a single blow./opponent*_______________","그는 단 한 방에 상대를 때려눕혔다.","","","","","",""
"2","21","travel ","n. 여행 v. 여행하다 ","I want to travel around the world and see new places./travel*_______________","나는 세계 여행을 하면서 새로운 곳을 보고 싶다.","","","","","",""
"2","21","journey ","n. 여행 v. 여행하다 ","They went on a three-week train journey across China./journey*_______________","그들은 중국을 가로지르는 3주간의 기차 여행을 떠났다.","","","","","",""
"2","21","trip ","① n. (짧은) 여행 ② v. 걸려 넘어지다[질 뻔하다], 걸어 넘어지게[질 뻔 하게] 하다","He is on a business trip to Paris and won't be back until next week./trip*_______________","그는 파리에 출장 중이라서 다음 주까지는 돌아오지 않는다.","She tripped over a cable and fell to the ground./tripped*_______________ed","그녀는 케이블에 걸려 넘어져 땅바닥에 쓰러졌다.","","","",""
"2","21","tour ","v. (여러 곳을) 유람[순회, 여행]하다 n. 여행, 유람","The next day began with a half-day sightseeing tour of London./tour*_______________","다음 날은 반나절 런던 관광여행으로 시작되었다.","","","","","",""
"2","21","voyage ","n. 항해, 우주 여행 v. 항해[항행]하다 ","They completed the final preparations for their long voyage across the Atlantic./voyage*_______________","그들은 대서양을 건너는 긴 항해를 위해 마지막 준비를 끝냈다.","","","","","",""
"2","21","commute ","v. 통근하다 n. 통근 (거리)","He commutes daily between the two cities by train./commutes*_______________s","그는 두 도시 사이를 기차로 매일 통근한다.","","","","","",""
"2","21","destination ","n. 목적지, 행선지 ","After two weeks of travel, they finally reached their destination./destination*_______________","2주간의 여행 끝에 그들은 마침내 목적지에 도착했다.","","","","","",""
"2","21","explore ","v. 탐험[탐사, 답사]하다 ","Their mission was to land and explore the moon's surface./explore*_______________","그들의 임무는 달 표면에 착륙해서 그곳을 탐험하는 것이었다.","","","","","",""
"2","21","sightseeing ","n. 관광 ","I’d like to have some information about where to go sightseeing./sightseeing*_______________","어느 곳을 관광해야 하는지에 정보를 얻고 싶습니다.","","","","","",""
"2","21","souvenir ","n. 기념품 ","He bought a model of the Eiffel Tower as a souvenir of his trip to Paris./souvenir*_______________","그는 파리 여행 기념으로 에펠 탑 모형을 샀다.","","","","","",""
"2","21","reserve ","v. 예약하다; 남겨두다 n. 비축[예비]물","I'd like to reserve a table for six for seven o'clock./reserve*_______________","7시에 여섯 사람이 식사할 자리를 예약하고 싶습니다.","","","","","",""
"2","22","literature ","n. 문학 (작품); 문헌 ","The course requires students to read many works of literature./literature*_______________","그 강좌는 학생들에게 많은 문학 작품을 읽을 것을 요구하다.","","","","","",""
"2","22","masterpiece ","n. 명작, 걸작 ","The Bible is one of the greatest masterpieces of world literature./masterpieces*_______________s","성경은 세계 문학의 가장 위대한 명작 중의 하나이다.","","","","","",""
"2","22","novel ","① n. 소설 ② a. 새로운, 참신한 ","This novel is based on a true story of the author's grandmother./novel*_______________","이 소설은 저자의 할머니의 실제 이야기를 바탕으로 하고 있다.","It was a novel idea at the time but quickly became an industry standard./novel*_______________","그것은 그 당시에는 새로운 생각이었으나 빠르게 산업 표준이 되었다.","","","",""
"2","22","classic ","n. 고전, 명작 a. 고전적인","Gulliver’s Travels is a classic of English literature./classic*_______________","걸리버 여행기는 영국 문학의 고전이다.","","","","","",""
"2","22","poem ","n. (한 편의) 시","She writes poems about the beauty of nature./poems*_______________s","그녀는 자연의 아름다움에 대한 시를 짓는다.","","","","","",""
"2","22","fiction ","n. 꾸며낸 이야기, 픽션, 소설 ","It's sometimes hard to separate fact from fiction in what he says./fiction*_______________","가끔씩 그가 하는 말에서 사실과 꾸며낸 이야기를 구분하는 것이 어렵다.","","","","","",""
"2","22","author ","n. 저자, 필자, 작가","He is the well-known author of several novels for young readers./author*_______________","그는 젊은 독자를 위해 여러 권의 소설을 쓴 잘 알려진 저자이다.","","","","","",""
"2","22","tale ","n. 이야기, 소설 ","It's only in fairy tales that frogs turn into princes./tales*_______________s","개구리가 왕자로 변하는 일은 동화에서나 있는 일이다.","","","","","",""
"2","22","legend ","n. 전설 ","According to legend, Rome was founded by twin brothers./legend*_______________","전설에 따르면 로마는 쌍둥이 형제에 의해 창건되었다.","","","","","",""
"2","22","myth ","n. 신화","In the ancient Greek myths, Aphrodite was the goddess of love and beauty./myths*_______________s","고대 그리스 신화에서 아프로디테는 사랑과 미의 여신이었다.","","","","","",""
"2","22","manual ","① n. 설명[안내]서 ② a. 손으로 하는, 수동의 ","The technical manual clearly explains how to operate this machine./manual*_______________","그 기술 설명서는 이 기계의 작동법을 명확하게 설명하고 있다.","People in manual jobs are more likely to be physically injured at work./manual*_______________","육체노동 일을 하는 사람들은 일을 하다가 신체적으로 부상을 입을 가능성이 더 많다.","","","",""
